,cyclone_name,cyclone_id,sar_time,file,match_type,analysis_center_quality_flag,analysis_rmax,analysis_vmax,vmax,sar_aeqd_path,sargeo_path,nan_ratio_within_100km,split
1397,FREDDY,sh112023,2023-02-23 02:46:49,rcm1-sclnb-owi-cm-20230223t024649-20230223t024805-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.6,138000.0,26.2179717763638,18,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm1-sclnb-owi-cm-20230223t024649-20230223t024805-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm1-sclnb-owi-cm-20230223t024649-20230223t024805-00003-______ll_gd_GEO-IRWIN.nc,0.0040790312300828,train
1398,FREDDY,sh112023,2023-03-07 15:42:58,rcm2-sclna-owi-cm-20230307t154258-20230307t154414-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,16000.0,49.07472222222223,48,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm2-sclna-owi-cm-20230307t154258-20230307t154414-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm2-sclna-owi-cm-20230307t154258-20230307t154414-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1400,FREDDY,sh112023,2023-02-16 13:12:02,rcm2-sclnd-owi-cm-20230216t131202-20230216t131317-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,26000.0,55.96301851851853,60,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm2-sclnd-owi-cm-20230216t131202-20230216t131317-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm2-sclnd-owi-cm-20230216t131202-20230216t131317-00003-______ll_gd_GEO-IRWIN.nc,0.0140216698534098,train
1402,FREDDY,sh112023,2023-03-08 02:54:32,rcm1-sclna-owi-cm-20230308t025432-20230308t025547-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,24000.0,44.36991851851853,48,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm1-sclna-owi-cm-20230308t025432-20230308t025547-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm1-sclna-owi-cm-20230308t025432-20230308t025547-00003-______ll_gd_GEO-IRWIN.nc,0.1745060548119821,train
1403,FREDDY,sh112023,2023-02-10 22:28:10,rcm3-sclnc-owi-cm-20230210t222810-20230210t222926-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,28000.0,42.02130740740691,41,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm3-sclnc-owi-cm-20230210t222810-20230210t222926-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm3-sclnc-owi-cm-20230210t222810-20230210t222926-00003-______ll_gd_GEO-IRWIN.nc,0.0639898024219248,train
1404,FREDDY,sh112023,2023-03-08 15:51:13,rcm2-sclnc-owi-cm-20230308t155113-20230308t155229-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,31000.0,47.02828148148149,40,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm2-sclnc-owi-cm-20230308t155113-20230308t155229-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm2-sclnc-owi-cm-20230308t155113-20230308t155229-00003-______ll_gd_GEO-IRWIN.nc,0.0031867431485022,train
1405,FREDDY,sh112023,2023-02-09 11:10:56,rcm1-sclnd-owi-cm-20230209t111056-20230209t111212-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,36000.0,28.76859849775964,26,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm1-sclnd-owi-cm-20230209t111056-20230209t111212-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm1-sclnd-owi-cm-20230209t111056-20230209t111212-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1406,FREDDY,sh112023,2023-03-07 02:46:55,rcm1-sclna-owi-cm-20230307t024655-20230307t024811-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,20000.0,38.43192592592507,37,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm1-sclna-owi-cm-20230307t024655-20230307t024811-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm1-sclna-owi-cm-20230307t024655-20230307t024811-00003-______ll_gd_GEO-IRWIN.nc,0.2489483747609942,train
1407,FREDDY,sh112023,2023-03-08 15:42:55,s1a-ew-owi-cm-20230308t154255-20230308t154359-000003-05B5DE_ll_gd_GEO-IRWIN.nc,exact_contains,0.25,29000.0,45.132014814814816,40,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/s1a-ew-owi-cm-20230308t154255-20230308t154359-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/s1a-ew-owi-cm-20230308t154255-20230308t154359-000003-05B5DE_ll_gd_GEO-IRWIN.nc,0.4094327597195666,train
1408,FREDDY,sh112023,2023-02-14 12:23:57,rcm3-sclna-owi-cm-20230214t122357-20230214t122511-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,20000.0,54.43373703703704,59,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm3-sclna-owi-cm-20230214t122357-20230214t122511-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm3-sclna-owi-cm-20230214t122357-20230214t122511-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1409,FREDDY,sh112023,2023-02-16 00:11:51,rcm1-sclna-owi-cm-20230216t001151-20230216t001305-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,20000.0,63.62316666666666,74,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm1-sclna-owi-cm-20230216t001151-20230216t001305-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm1-sclna-owi-cm-20230216t001151-20230216t001305-00003-______ll_gd_GEO-IRWIN.nc,0.0210325047801147,train
1410,FREDDY,sh112023,2023-02-11 11:27:11,rcm1-sclna-owi-cm-20230211t112711-20230211t112851-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,20000.0,54.35458518518519,54,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm1-sclna-owi-cm-20230211t112711-20230211t112851-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm1-sclna-owi-cm-20230211t112711-20230211t112851-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1411,FREDDY,sh112023,2023-02-14 23:32:13,rcm2-sclnd-owi-cm-20230214t233213-20230214t233329-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,20000.0,58.9741925925926,62,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm2-sclnd-owi-cm-20230214t233213-20230214t233329-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm2-sclnd-owi-cm-20230214t233213-20230214t233329-00003-______ll_gd_GEO-IRWIN.nc,0.2362014021669853,train
1412,FREDDY,sh112023,2023-02-18 13:59:42,rcm1-sclnd-owi-cm-20230218t135942-20230218t140057-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.4,22000.0,63.178818518518526,59,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm1-sclnd-owi-cm-20230218t135942-20230218t140057-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm1-sclnd-owi-cm-20230218t135942-20230218t140057-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1414,FREDDY,sh112023,2023-02-13 23:24:05,rcm2-sclnb-owi-cm-20230213t232405-20230213t232520-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,29000.0,41.77615555555554,49,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm2-sclnb-owi-cm-20230213t232405-20230213t232520-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm2-sclnb-owi-cm-20230213t232405-20230213t232520-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1415,FREDDY,sh112023,2023-02-09 22:19:55,rcm3-sclna-owi-cm-20230209t221955-20230209t222110-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,28000.0,43.96833703703701,35,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112023/rcm3-sclna-owi-cm-20230209t221955-20230209t222110-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112023/IRWIN/rcm3-sclna-owi-cm-20230209t221955-20230209t222110-00003-______ll_gd_GEO-IRWIN.nc,0.1947737412364563,train
1417,KROSA,wp122025,2025-07-30 20:15:17,rcm1-sclnd-owi-cm-20250730t201517-20250730t201627-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,46000.0,26.91789609112109,24,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp122025no_env/rcm1-sclnd-owi-cm-20250730t201517-20250730t201627-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp122025/IRWIN/rcm1-sclnd-owi-cm-20250730t201517-20250730t201627-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0869343530911408,train
1423,KROSA,wp122025,2025-07-28 20:31:55,rcm3-sclna-owi-cm-20250728t203155-20250728t203308-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,90000.0,26.70943684663779,26,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp122025no_env/rcm3-sclna-owi-cm-20250728t203155-20250728t203308-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp122025/IRWIN/rcm3-sclna-owi-cm-20250728t203155-20250728t203308-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0025493945188017,train
1424,KROSA,wp122025,2025-07-27 08:33:19,rcm3-sclnd-owi-cm-20250727t083319-20250727t083429-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,50000.0,38.62329629581748,36,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp122025no_env/rcm3-sclnd-owi-cm-20250727t083319-20250727t083429-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp122025/IRWIN/rcm3-sclnd-owi-cm-20250727t083319-20250727t083429-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0638623326959847,train
1426,KROSA,wp122025,2025-07-27 20:24:26,rcm3-sclna-owi-cm-20250727t202426-20250727t202538-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,58000.0,40.064994444444224,41,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp122025no_env/rcm3-sclna-owi-cm-20250727t202426-20250727t202538-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp122025/IRWIN/rcm3-sclna-owi-cm-20250727t202426-20250727t202538-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.2170809432759719,train
1428,KROSA,wp122025,2025-07-31 08:31:03,s1c-ew-owi-cm-20250731t083103-20250731t083207-000003-006F39_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,47000.0,25.189248020175427,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp122025no_env/s1c-ew-owi-cm-20250731t083103-20250731t083207-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp122025/IRWIN/s1c-ew-owi-cm-20250731t083103-20250731t083207-000003-006F39_ll_gd_GEO-IRWIN.nc,0.0,train
1430,SANBA,wp162023,2023-10-19 10:48:52,rcm2-sc50ma-owi-cm-20231019t104852-20231019t105008-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,3.8,36000.0,35.90573687592765,20,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp162023/rcm2-sc50ma-owi-cm-20231019t104852-20231019t105008-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp162023/IRWIN/rcm2-sc50ma-owi-cm-20231019t104852-20231019t105008-00003-______ll_gd_GEO-IRWIN.nc,0.3680050987890376,train
1433,NORMA,ep172023,2023-10-22 13:13:47,s1a-iw-owi-cm-20231022t131347-20231022t131505-000003-0621EC_ll_gd_GEO-IRWIN.nc,exact_contains,1.8,52000.0,38.08261111111111,28,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep172023/s1a-iw-owi-cm-20231022t131347-20231022t131505-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep172023/IRWIN/s1a-iw-owi-cm-20231022t131347-20231022t131505-000003-0621EC_ll_gd_GEO-IRWIN.nc,0.1055449330783938,train
1434,NORMA,ep172023,2023-10-21 13:18:44,rcm2-sc50ma-owi-cm-20231021t131844-20231021t132000-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.8,32000.0,43.99402962962932,45,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep172023/rcm2-sc50ma-owi-cm-20231021t131844-20231021t132000-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep172023/IRWIN/rcm2-sc50ma-owi-cm-20231021t131844-20231021t132000-00003-______ll_gd_GEO-IRWIN.nc,0.0804333970681963,train
1435,NORMA,ep172023,2023-10-19 13:04:13,rcm2-sc50mc-owi-cm-20231019t130413-20231019t130530-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,17000.0,59.11921851851852,59,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep172023/rcm2-sc50mc-owi-cm-20231019t130413-20231019t130530-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep172023/IRWIN/rcm2-sc50mc-owi-cm-20231019t130413-20231019t130530-00003-______ll_gd_GEO-IRWIN.nc,0.1193116634799235,train
1436,NORMA,ep172023,2023-10-20 13:11:29,rcm2-sc50mb-owi-cm-20231020t131129-20231020t131245-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,19000.0,48.12422222222222,52,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep172023/rcm2-sc50mb-owi-cm-20231020t131129-20231020t131245-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep172023/IRWIN/rcm2-sc50mb-owi-cm-20231020t131129-20231020t131245-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1437,NORMA,ep172023,2023-10-21 01:25:44,rcm2-sc50ma-owi-cm-20231021t012544-20231021t012702-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.7,22000.0,53.92578518518519,53,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep172023/rcm2-sc50ma-owi-cm-20231021t012544-20231021t012702-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep172023/IRWIN/rcm2-sc50ma-owi-cm-20231021t012544-20231021t012702-00003-______ll_gd_GEO-IRWIN.nc,0.0790312300828553,train
1438,NORMA,ep172023,2023-10-20 01:17:02,rcm2-sc50ma-owi-cm-20231020t011702-20231020t011819-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,24000.0,51.27282962962963,53,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep172023/rcm2-sc50ma-owi-cm-20231020t011702-20231020t011819-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep172023/IRWIN/rcm2-sc50ma-owi-cm-20231020t011702-20231020t011819-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1439,NORMA,ep172023,2023-10-23 01:11:03,rcm3-sc50ma-owi-cm-20231023t011103-20231023t011220-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.8,49000.0,19.663961697574344,22,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep172023/rcm3-sc50ma-owi-cm-20231023t011103-20231023t011220-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep172023/IRWIN/rcm3-sc50ma-owi-cm-20231023t011103-20231023t011220-00003-______ll_gd_GEO-IRWIN.nc,0.3403441682600382,train
1440,SAOLA,wp092023,2023-08-25 09:52:28,rcm2-sc50mc-owi-cm-20230825t095228-20230825t095344-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,17000.0,46.27965555555522,46,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092023/rcm2-sc50mc-owi-cm-20230825t095228-20230825t095344-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092023/IRWIN/rcm2-sc50mc-owi-cm-20230825t095228-20230825t095344-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1441,SAOLA,wp092023,2023-08-29 09:52:26,rcm3-sc50mb-owi-cm-20230829t095226-20230829t095343-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,19000.0,57.39673333333334,67,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092023/rcm3-sc50mb-owi-cm-20230829t095226-20230829t095343-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092023/IRWIN/rcm3-sc50mb-owi-cm-20230829t095226-20230829t095343-00003-______ll_gd_GEO-IRWIN.nc,0.004333970681963,train
1442,SAOLA,wp092023,2023-08-31 22:02:06,rcm3-sclnd-owi-cm-20230831t220206-20230831t220323-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.7,17000.0,55.14974444444445,62,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092023/rcm3-sclnd-owi-cm-20230831t220206-20230831t220323-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092023/IRWIN/rcm3-sclnd-owi-cm-20230831t220206-20230831t220323-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1444,SAOLA,wp092023,2023-08-28 09:44:04,rcm3-sc50ma-owi-cm-20230828t094404-20230828t094519-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.7,12000.0,54.425059259259264,52,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092023/rcm3-sc50ma-owi-cm-20230828t094404-20230828t094519-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092023/IRWIN/rcm3-sc50ma-owi-cm-20230828t094404-20230828t094519-00003-______ll_gd_GEO-IRWIN.nc,0.0984066284257488,train
1445,SAOLA,wp092023,2023-08-30 21:54:41,rcm3-sc50mc-owi-cm-20230830t215441-20230830t215517-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.7,16000.0,61.13786666666667,69,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092023/rcm3-sc50mc-owi-cm-20230830t215441-20230830t215517-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092023/IRWIN/rcm3-sc50mc-owi-cm-20230830t215441-20230830t215517-00003-______ll_gd_GEO-IRWIN.nc,0.417208413001912,train
1446,SAOLA,wp092023,2023-08-27 21:31:01,rcm3-sclnc-owi-cm-20230827t213101-20230827t213216-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.4,18000.0,40.18622222222069,58,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092023/rcm3-sclnc-owi-cm-20230827t213101-20230827t213216-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092023/IRWIN/rcm3-sclnc-owi-cm-20230827t213101-20230827t213216-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1447,SAOLA,wp092023,2023-08-25 21:46:28,rcm2-sclna-owi-cm-20230825t214628-20230825t214729-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,18000.0,43.44807037037037,50,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092023/rcm2-sclna-owi-cm-20230825t214628-20230825t214729-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092023/IRWIN/rcm2-sclna-owi-cm-20230825t214628-20230825t214729-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1448,SAOLA,wp092023,2023-08-28 21:37:25,s1a-ew-owi-cm-20230828t213725-20230828t213829-000003-0606C6_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,13000.0,49.48330740740741,50,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092023/s1a-ew-owi-cm-20230828t213725-20230828t213829-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092023/IRWIN/s1a-ew-owi-cm-20230828t213725-20230828t213829-000003-0606C6_ll_gd_GEO-IRWIN.nc,0.0,train
1449,SAOLA,wp092023,2023-08-26 09:59:55,rcm2-sclnc-owi-cm-20230826t095955-20230826t100111-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,13000.0,55.74892962962962,58,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092023/rcm2-sclnc-owi-cm-20230826t095955-20230826t100111-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092023/IRWIN/rcm2-sclnc-owi-cm-20230826t095955-20230826t100111-00003-______ll_gd_GEO-IRWIN.nc,0.0234544295729764,train
1450,SAOLA,wp092023,2023-09-01 10:17:28,rcm3-sc50ma-owi-cm-20230901t101728-20230901t101844-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.8,19000.0,50.00998148148148,58,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092023/rcm3-sc50ma-owi-cm-20230901t101728-20230901t101844-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092023/IRWIN/rcm3-sc50ma-owi-cm-20230901t101728-20230901t101844-00003-______ll_gd_GEO-IRWIN.nc,0.4484384958572339,train
1453,EMNATI,sh132022,2022-02-19 01:36:28,s1a-ew-owi-cm-20220219t013628-20220219t013902-000003-04FFB8_ll_gd_GEO-IRWIN.nc,exact_contains,0.7,24000.0,36.01020370370371,34,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh132022/s1a-ew-owi-cm-20220219t013628-20220219t013902-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh132022/IRWIN/s1a-ew-owi-cm-20220219t013628-20220219t013902-000003-04FFB8_ll_gd_GEO-IRWIN.nc,0.0,val
1454,EMNATI,sh132022,2022-02-22 02:01:30,s1a-ew-owi-cm-20220222t020130-20220222t020435-000003-050156_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,55000.0,50.01777777777777,45,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh132022/s1a-ew-owi-cm-20220222t020130-20220222t020435-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh132022/IRWIN/s1a-ew-owi-cm-20220222t020130-20220222t020435-000003-050156_ll_gd_GEO-IRWIN.nc,0.2202676864244742,val
1455,EMNATI,sh132022,2022-02-20 14:39:54,rs2-scwa-owi-cm-20220220t143954-20220220t144218-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,15000.0,42.61541111111112,58,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh132022/rs2-scwa-owi-cm-20220220t143954-20220220t144218-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh132022/IRWIN/rs2-scwa-owi-cm-20220220t143954-20220220t144218-00003-______ll_gd_GEO-IRWIN.nc,0.2397705544933078,val
1457,USAGI,wp272024,2024-11-12 21:23:31,rcm3-sc50ma-owi-cm-20241112t212331-20241112t212447-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,38000.0,38.14315185177193,35,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp272024/rcm3-sc50ma-owi-cm-20241112t212331-20241112t212447-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp272024/IRWIN/rcm3-sc50ma-owi-cm-20241112t212331-20241112t212447-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
1458,USAGI,wp272024,2024-11-13 21:31:05,rcm3-sc50mc-owi-cm-20241113t213105-20241113t213223-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,8000.0,53.8439962962963,67,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp272024/rcm3-sc50mc-owi-cm-20241113t213105-20241113t213223-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp272024/IRWIN/rcm3-sc50mc-owi-cm-20241113t213105-20241113t213223-00003-______ll_gd_GEO-IRWIN.nc,0.1927342256214149,train
1459,USAGI,wp272024,2024-11-13 09:35:49,rcm3-sc50ma-owi-cm-20241113t093549-20241113t093706-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.2,10000.0,47.51824444444445,51,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp272024/rcm3-sc50ma-owi-cm-20241113t093549-20241113t093706-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp272024/IRWIN/rcm3-sc50ma-owi-cm-20241113t093549-20241113t093706-00003-______ll_gd_GEO-IRWIN.nc,0.4952198852772466,train
